"4UIN"	"4UIWT"	"490WT"	"490N"	"4180N"	"4180WT"	"5UIN"	"5UIWT"	"545WT"	"545N"	"590WT"	"590N"	"5180N"	"5180WT"	"6UIWT"	"645WT"	"645N"	"690WT"	"690N"	"6180N"	"6180WT"	"445N"	"445WT"	"Gene_ID"
52	4	13	8	17	181	5	0	7	2	25	8	59	231	10	8	5	29	0	87	541	1	15	"E2348C_3156"
82	19	30	23	15	257	5	5	5	3	70	6	132	369	29	24	5	41	11	202	808	3	42	"E2348C_3157"
97	12	15	10	8	82	13	12	6	2	29	2	42	203	56	6	4	9	2	49	336	2	13	"E2348C_3158"
123	25	10	3	13	80	15	12	6	0	32	5	40	184	36	1	0	21	10	41	244	0	4	"E2348C_3159"
140	29	40	16	10	183	12	29	14	3	64	10	71	262	40	17	0	36	3	85	472	5	14	"E2348C_3160"
174	34	35	11	14	322	17	26	16	3	64	7	80	386	56	11	3	49	10	98	742	1	34	"E2348C_3161"
1736	209	476	212	156	2428	210	220	125	56	795	57	477	4144	474	127	52	629	101	1088	5321	40	181	"E2348C_3162"
536	24	12	168	11	326	71	338	31	16	86	44	8	63	297	3	1	3838	4	57	108	2	4	"EBG00001076634"
566	63	417	169	146	3063	78	70	81	40	767	94	536	3351	244	92	30	576	92	1312	6969	19	309	"E2348C_3163"
26	1	2	3	0	22	2	23	3	0	7	0	3	31	20	0	0	6	5	32	78	0	4	"EBG00001076506"
788	90	62	44	21	643	99	127	14	6	124	13	215	729	270	28	8	83	14	281	1519	13	83	"E2348C_3164"
132	18	17	9	8	232	17	16	2	1	54	10	83	301	26	6	0	23	2	149	788	4	14	"E2348C_3165"
120	24	31	10	5	172	2	12	13	5	57	4	59	224	57	7	2	37	5	85	426	3	15	"E2348C_3166"
12	4	5	9	1	52	3	3	1	4	8	2	8	55	5	0	0	4	3	21	127	3	2	"E2348C_3167"
5	1	9	2	1	15	2	0	0	0	6	0	5	15	0	0	0	5	0	15	46	0	0	"E2348C_3168"
110	15	26	12	10	108	6	8	4	4	36	1	68	178	22	9	1	25	0	58	349	2	19	"E2348C_3169"
22	6	12	1	0	18	0	1	10	1	13	1	11	61	11	0	0	4	3	23	74	2	8	"E2348C_3170"
205	23	47	19	18	351	38	21	9	3	147	13	153	648	51	14	6	83	13	185	1294	12	36	"E2348C_3171"
1162	184	297	123	80	2078	110	159	62	25	614	68	1114	3820	226	69	27	344	45	1200	7611	21	173	"E2348C_3172"
850	115	171	51	64	1393	73	119	34	13	279	37	624	2040	124	23	11	156	27	658	4459	18	83	"E2348C_3173"
512	68	106	57	36	779	42	49	31	3	201	17	213	770	159	21	15	115	28	365	2077	11	47	"E2348C_3174"
19	3	0	0	1	28	3	0	2	0	0	0	6	44	0	0	1	0	0	19	103	0	0	"E2348C_3176"
28	4	11	4	1	36	4	0	2	1	13	3	12	63	12	1	0	5	0	18	140	0	7	"E2348C_3180"
106	19	20	1	4	179	14	21	8	0	28	3	20	120	119	7	0	25	3	42	306	1	3	"E2348C_3181"
446	71	134	66	79	1109	66	97	42	3	352	34	516	1759	120	38	17	148	29	636	3750	16	59	"E2348C_3187"
119	18	22	13	6	73	4	15	4	0	23	0	32	153	28	7	5	7	1	59	195	2	13	"E2348C_3188"
49	8	17	5	11	68	4	6	10	2	23	0	43	115	18	0	1	12	2	36	233	2	14	"E2348C_3189"
4	0	3	4	1	19	0	0	0	0	4	1	6	19	0	3	0	3	0	4	61	1	2	"E2348C_3190"
171	32	57	31	29	436	18	62	23	9	135	12	235	914	64	27	12	84	15	299	1459	12	57	"E2348C_3191"
17	2	15	4	5	128	1	0	2	0	22	1	26	169	3	8	0	12	0	69	240	3	3	"E2348C_3192"
5	1	6	6	1	88	0	1	1	1	13	3	9	105	0	1	0	12	1	23	152	1	11	"E2348C_3194"
973	96	130	76	48	1084	64	120	44	13	285	37	496	1236	329	46	17	103	20	584	3332	13	123	"E2348C_3195"
59	2	19	8	3	62	6	11	3	0	9	1	22	100	20	2	1	8	2	23	137	0	6	"E2348C_3196"
4	1	4	0	1	36	3	0	0	0	14	0	4	32	1	0	0	2	0	15	92	0	0	"E2348C_3197"
13	3	13	3	3	40	1	0	1	1	24	1	22	119	7	7	1	4	0	23	145	0	3	"E2348C_3198"
56	7	12	4	4	75	7	5	6	0	41	2	42	124	9	1	1	16	4	49	253	0	11	"E2348C_3199"
152	21	25	10	6	164	7	13	3	1	58	7	84	308	40	20	2	26	8	113	539	3	5	"E2348C_3200"
203	26	17	11	11	166	15	18	8	0	53	5	49	325	102	2	1	26	2	102	362	3	18	"E2348C_3201"
17	1	1	1	2	19	2	2	0	1	4	3	18	64	6	0	0	1	0	11	69	0	4	"E2348C_3202"
47	5	12	5	4	67	5	6	2	0	15	3	29	117	32	1	0	15	3	34	188	1	3	"E2348C_3204"
59	9	9	4	2	58	8	7	2	1	18	2	25	91	27	0	0	4	0	32	182	1	4	"E2348C_3205"
38	4	7	7	5	63	2	4	3	1	25	1	25	103	21	8	0	8	1	22	172	0	4	"E2348C_3207"
95	12	16	16	7	90	6	13	0	0	33	9	34	156	29	8	1	19	13	67	325	6	12	"E2348C_3208"
29	3	6	0	0	23	0	1	3	0	4	1	7	51	9	0	4	3	0	22	39	1	0	"E2348C_3209"
66	12	6	3	8	159	1	6	0	0	21	2	93	659	5	0	0	9	2	110	1315	0	2	"E2348C_3210"
90	15	39	23	15	219	14	3	5	2	62	3	95	479	25	13	0	24	8	167	599	2	9	"E2348C_3211"
200	38	38	15	13	319	16	9	4	3	77	6	71	529	30	12	4	67	3	175	1128	2	30	"E2348C_3212"
88	7	43	18	19	226	7	2	7	2	93	3	93	360	25	10	2	60	6	183	681	5	22	"E2348C_3213"
67	3	8	5	4	96	6	6	8	4	31	5	35	129	18	5	3	18	5	62	229	0	31	"E2348C_3214"
41	3	11	6	0	96	3	4	5	1	22	2	15	130	15	2	1	14	5	36	207	1	8	"E2348C_3215"
27	12	16	0	2	79	4	6	6	1	28	1	27	120	3	2	0	6	0	25	153	2	16	"E2348C_3216"
35	4	21	4	3	66	1	5	3	3	13	1	22	69	7	1	0	15	3	31	176	0	10	"E2348C_3217"
27	2	11	6	2	116	8	0	5	2	19	0	28	147	10	6	2	16	5	42	247	0	12	"E2348C_3218"
54	7	6	2	0	27	5	2	5	0	9	0	8	43	10	5	0	4	0	20	95	0	4	"E2348C_3219"
28	5	20	3	3	267	13	13	2	2	34	4	27	250	39	4	1	44	6	80	433	1	10	"E2348C_tRNA_61"
43	3	25	13	4	223	0	3	2	1	41	2	41	262	19	5	3	27	3	91	491	6	20	"E2348C_3220"
25	2	9	8	1	51	4	0	0	0	11	3	12	64	8	1	0	8	1	26	135	3	7	"E2348C_3221"
120	18	19	10	10	135	8	14	3	0	25	2	45	177	37	5	5	13	5	76	308	2	16	"E2348C_3224"
26	1	7	2	1	28	1	2	1	0	13	2	8	52	23	0	0	4	1	25	82	0	1	"E2348C_3225"
17	0	8	2	1	20	1	0	1	0	8	0	9	32	7	0	0	4	0	6	61	0	2	"E2348C_3228"
33	12	14	3	4	133	1	6	0	0	24	1	17	201	6	2	0	19	0	27	266	2	16	"E2348C_3229"
50	5	37	9	1	240	5	1	4	0	70	2	27	618	14	6	2	32	4	141	698	2	8	"E2348C_3230"
45	5	47	6	11	251	5	4	5	0	79	6	38	540	17	5	4	40	1	117	669	0	15	"E2348C_3231"
41	3	32	14	8	184	6	5	8	1	56	4	18	432	31	5	4	31	4	82	456	0	8	"E2348C_3232"
17	0	6	0	1	68	4	1	0	0	14	1	20	127	0	1	0	5	0	27	127	0	1	"E2348C_3233"
544	77	258	71	62	1392	38	45	16	4	386	28	341	3826	282	45	12	168	39	793	3939	15	100	"E2348C_3234"
19	2	3	3	0	38	5	3	1	1	3	0	16	76	11	0	0	5	1	19	75	0	5	"E2348C_3235"
25	5	9	3	6	55	1	6	4	0	6	2	5	42	17	4	0	8	0	17	117	3	6	"E2348C_3236"
2	1	1	0	1	19	0	0	0	0	4	1	9	25	1	0	0	1	0	9	81	0	3	"E2348C_3237"
11	0	2	0	0	28	4	0	0	0	9	0	4	40	14	1	0	10	2	10	71	0	0	"E2348C_3238"
23	5	1	2	0	14	1	5	3	0	8	0	2	21	21	3	0	2	2	4	31	0	2	"E2348C_3239"
1	0	7	3	5	43	0	0	1	0	20	1	11	66	1	4	0	8	2	28	98	3	0	"E2348C_3240"
0	0	8	3	1	25	0	0	0	3	12	5	14	53	0	4	0	5	1	31	86	1	2	"E2348C_3241"
2	1	2	3	5	41	0	0	0	0	10	0	7	36	0	0	0	8	0	10	66	2	1	"E2348C_3242"
1	0	2	1	2	25	0	0	0	0	6	2	11	34	0	0	0	4	0	14	55	0	0	"E2348C_3243"
2	0	8	3	1	26	2	0	1	0	19	0	23	55	9	2	0	2	1	40	110	0	3	"E2348C_3247"
3	1	9	8	8	89	0	1	7	0	30	1	30	140	0	4	2	17	1	62	195	3	4	"E2348C_3248"
2	0	24	6	7	134	0	1	0	4	37	13	60	249	0	4	6	18	10	88	368	1	6	"E2348C_3249"
3	0	8	10	9	112	0	0	2	0	29	4	37	139	0	1	3	20	1	93	255	1	5	"E2348C_3250"
1	0	6	5	3	84	0	0	0	1	17	2	32	118	0	0	0	9	7	57	223	1	3	"E2348C_3251"
12	0	29	7	9	182	1	0	8	1	51	11	75	333	14	9	0	24	4	111	550	2	5	"E2348C_3252"
82	17	181	80	115	1171	7	9	39	11	397	59	454	2284	28	26	28	187	72	672	3436	10	72	"E2348C_3253"
18	4	8	1	0	25	0	3	0	0	5	0	10	40	7	4	0	2	0	18	87	0	0	"E2348C_3255"
14	1	23	5	5	70	1	0	1	0	16	5	29	139	4	5	2	8	0	20	172	2	13	"E2348C_3260"
9	2	2	3	1	25	0	1	0	0	11	0	5	37	4	0	0	4	2	7	71	0	0	"E2348C_3261"
8	2	7	0	3	29	0	2	0	0	2	0	5	42	2	0	0	8	1	3	87	2	8	"E2348C_3262"
3	0	6	1	2	34	0	0	1	0	5	1	3	46	0	0	0	2	0	7	77	2	0	"E2348C_3265"
3	0	6	1	0	14	0	0	0	0	6	0	6	36	0	0	1	0	0	12	81	0	0	"E2348C_3266"
13	1	0	0	1	30	0	1	0	1	3	0	3	25	10	0	0	1	0	4	40	0	0	"E2348C_3267"
6	0	5	2	1	23	2	0	0	0	3	1	11	23	6	0	0	3	1	5	54	0	1	"E2348C_3274"
134	28	19	2	5	137	24	30	10	0	59	2	41	244	55	2	4	11	9	77	368	4	6	"E2348C_3275"
67	11	13	4	3	87	4	3	2	0	27	3	29	136	7	5	0	13	1	78	341	1	0	"E2348C_3276"
12	1	1	1	1	16	1	1	0	0	2	1	8	53	6	0	0	2	0	21	73	0	0	"E2348C_3277"
13	3	0	0	1	27	2	2	0	0	4	1	12	53	4	0	0	2	0	14	125	1	0	"E2348C_3279"
25	5	5	2	2	20	0	2	1	0	5	3	20	89	9	0	0	8	5	23	158	3	4	"E2348C_3280"
72	9	16	6	8	84	4	7	3	1	9	1	67	217	13	0	0	10	7	78	441	1	12	"E2348C_3281"
14	4	1	0	0	14	0	0	0	0	1	0	24	75	2	0	0	2	0	20	110	0	0	"E2348C_3282"
8	5	0	1	1	10	1	0	0	0	0	0	12	62	4	0	0	1	0	13	104	0	0	"E2348C_3283"
54	7	1	3	11	64	9	6	0	0	3	0	24	135	25	0	0	2	0	23	326	2	2	"E2348C_3284"
19	3	15	3	1	33	1	4	0	2	25	0	10	115	3	2	1	9	2	27	100	0	3	"E2348C_3289"
186	24	113	54	21	909	9	11	29	1	195	15	102	991	35	31	0	138	15	297	1898	8	53	"E2348C_3290"
1268	202	47	11	2	416	96	140	12	2	23	0	48	285	573	8	1	28	0	36	564	6	35	"E2348C_3292"
1831	261	80	5	5	640	176	200	12	3	55	5	72	378	710	7	6	36	10	58	848	16	75	"E2348C_3293"
106	15	21	3	3	98	9	11	1	2	39	3	44	133	38	5	0	11	2	40	204	0	7	"E2348C_3294"
74	13	12	2	4	78	16	6	2	1	22	2	31	91	47	1	1	7	7	34	154	0	8	"E2348C_3295"
12	1	1	1	4	45	1	1	1	0	7	4	9	43	1	2	0	11	0	25	92	0	2	"E2348C_3296"
18	6	2	3	1	22	3	0	1	0	6	0	11	35	3	0	2	3	0	11	109	0	7	"E2348C_3297"
13	1	2	1	1	18	2	3	0	0	10	0	13	47	3	0	1	3	0	11	90	0	4	"E2348C_3298"
125	13	32	20	13	232	7	8	1	3	96	7	97	407	25	12	2	27	8	115	653	1	23	"E2348C_3301"
187	36	43	10	11	194	9	8	11	0	85	6	42	432	39	8	4	45	4	141	476	5	27	"E2348C_3302"
8	3	2	3	1	32	0	3	2	0	9	0	3	26	7	1	0	2	1	12	51	0	1	"E2348C_3308"
68	14	15	3	6	124	10	10	2	4	37	11	63	184	26	5	1	29	3	87	379	1	17	"E2348C_3309"
73	10	15	8	2	83	7	1	0	1	26	7	30	125	12	7	0	11	1	40	294	1	14	"E2348C_3310"
135	16	48	27	25	325	7	21	13	4	98	13	104	389	52	7	5	67	7	161	862	10	26	"E2348C_3311"
23	2	6	2	2	47	0	1	0	0	16	0	14	84	3	5	6	6	2	25	96	2	8	"E2348C_3312"
18	2	6	3	0	28	0	2	0	0	1	0	6	35	2	2	0	3	0	5	63	1	0	"E2348C_3313"
67	7	29	6	7	264	1	6	4	1	28	0	24	449	24	11	0	52	2	82	883	0	12	"E2348C_3314"
21	3	14	2	4	38	0	0	3	0	25	0	18	85	4	3	2	10	0	31	98	0	0	"E2348C_3315"
28	7	3	2	4	27	4	6	0	2	17	1	9	57	9	1	0	1	0	24	98	1	1	"E2348C_3316"
32	14	16	2	2	86	5	3	1	1	27	5	24	146	12	4	1	12	2	40	282	1	13	"E2348C_3317"
834	128	73	38	42	630	57	68	27	17	142	17	134	847	147	20	16	106	18	244	1783	8	49	"E2348C_3318"
21	1	8	0	3	26	1	2	5	2	11	0	12	58	12	3	1	5	0	10	60	0	7	"E2348C_3319"
19	4	2	3	3	14	1	5	6	0	2	0	10	31	8	4	0	2	0	14	24	0	1	"E2348C_3320"
18	5	5	2	0	25	3	4	1	0	1	0	5	22	20	3	5	3	2	10	48	0	6	"E2348C_3321"
77	7	6	4	3	58	8	2	2	2	9	6	11	65	9	7	0	6	2	28	116	10	7	"E2348C_3323"
60	7	5	5	6	87	8	13	7	2	14	0	7	61	10	22	7	9	1	31	112	6	31	"E2348C_3324"
110	26	59	20	30	376	12	13	19	3	132	19	148	570	74	11	7	66	12	189	1022	4	17	"E2348C_3325"
60	11	25	19	15	232	1	2	6	2	55	4	37	256	37	5	2	63	10	75	469	7	22	"E2348C_3326"
128	17	22	12	9	167	10	23	4	6	56	10	86	300	58	4	6	22	9	98	482	6	7	"E2348C_3327"
51	8	4	2	3	61	13	7	2	1	13	0	14	83	10	0	0	10	1	25	144	0	3	"E2348C_3328"
22	5	2	2	2	33	3	7	6	3	32	0	23	88	15	0	1	4	1	26	130	0	10	"E2348C_3329"
1022	126	150	74	64	1007	44	62	28	2	259	42	443	1560	158	53	21	155	33	678	3101	34	126	"E2348C_3330"
120	21	29	7	12	84	13	7	6	3	51	1	72	260	30	9	0	20	7	60	306	3	5	"E2348C_3332"
339	47	50	18	26	315	34	28	14	8	101	15	122	489	80	11	3	38	15	158	680	7	35	"E2348C_3333"
5	1	2	1	2	22	0	0	1	0	0	1	5	33	3	2	0	6	0	6	47	0	0	"E2348C_3334"
13	1	2	0	2	17	0	0	1	0	1	0	5	35	5	4	0	4	0	11	37	0	0	"E2348C_3335"
11	2	5	1	0	27	1	1	0	0	5	0	3	27	12	0	0	3	0	12	86	0	0	"E2348C_3336"
93	13	17	10	5	116	26	6	4	2	31	2	29	149	20	1	1	8	7	44	206	2	9	"E2348C_3338"
136	14	4	2	1	42	8	10	0	0	5	1	7	39	28	3	1	0	0	16	71	0	1	"E2348C_3339"
195	30	141	53	43	426	17	21	23	12	255	17	255	1131	69	16	7	79	24	330	1573	5	67	"E2348C_3340"
860	110	93	26	31	701	41	67	29	11	138	8	84	972	166	44	13	138	17	222	1265	6	66	"E2348C_3341"
340	40	22	8	7	211	19	36	3	0	44	2	31	396	72	4	2	16	1	50	503	4	11	"E2348C_3342"
11	1	10	2	1	49	0	1	0	0	5	1	3	37	6	0	0	5	0	22	56	0	0	"E2348C_3343"
7	2	3	0	0	15	0	1	0	0	11	0	7	28	6	2	0	3	0	8	39	0	0	"E2348C_3344"
60	13	24	7	15	204	15	15	8	2	47	4	73	325	20	10	5	40	8	91	543	2	20	"E2348C_3345"
84	16	16	9	12	111	9	7	5	0	22	1	71	204	21	13	4	11	1	45	308	5	8	"E2348C_3346"
67	11	13	16	7	84	6	16	3	0	29	1	47	130	30	7	1	15	4	53	204	0	8	"E2348C_3347"
192	17	34	17	18	314	9	12	9	4	61	2	74	434	46	8	2	29	13	131	502	4	22	"E2348C_3348"
106	20	24	13	17	142	2	8	7	0	46	3	68	205	24	1	6	21	11	77	388	1	6	"E2348C_3349"
16	4	9	6	2	70	5	1	1	2	12	5	20	62	9	2	0	1	4	39	122	1	3	"E2348C_3350"
15	4	10	3	2	51	0	1	0	1	12	1	19	85	0	0	0	9	0	14	123	0	8	"E2348C_3351"
83	7	13	9	3	75	3	15	1	2	20	0	46	119	26	0	2	10	4	45	250	3	4	"E2348C_3352"
83	11	25	18	10	168	3	8	7	2	58	4	70	281	49	7	0	23	6	100	545	5	17	"E2348C_3357"
15929	2437	2024	785	514	16887	879	1243	574	184	3143	311	2100	17433	3781	540	194	4411	428	5099	31387	230	1016	"E2348C_3358"
396	76	152	50	58	958	34	41	18	6	262	35	289	1631	214	20	17	181	41	462	2660	10	41	"E2348C_3359"
481	85	100	47	44	717	35	77	13	9	200	25	372	1255	174	20	13	102	37	486	1991	16	51	"E2348C_3360"
8	1	3	0	3	40	0	2	0	0	7	2	7	38	3	1	0	2	0	13	60	0	0	"E2348C_3361"
18	7	0	1	1	45	1	0	0	0	7	1	19	56	6	0	0	4	0	18	100	0	1	"E2348C_3362"
130	31	31	13	13	214	6	16	11	0	35	5	94	199	9	3	3	19	2	140	566	4	34	"E2348C_3363"
35	2	10	3	1	63	0	3	1	2	21	3	24	112	2	5	1	18	0	45	236	0	7	"E2348C_3364"
37	6	4	3	2	24	1	1	1	0	16	0	11	55	12	2	0	10	2	12	71	1	4	"E2348C_3365"
22	6	5	5	5	62	0	4	2	0	13	3	11	86	21	2	1	6	2	23	171	3	8	"E2348C_3366"
96	13	4	2	4	65	22	6	4	1	16	2	15	83	21	2	4	7	0	17	152	0	14	"E2348C_3368"
54	3	8	4	6	50	2	1	1	1	11	3	14	71	14	4	4	12	0	30	138	2	0	"E2348C_3375"
44	12	17	8	4	171	0	5	4	2	39	2	40	189	14	6	3	31	6	52	313	4	7	"E2348C_3376"
25	4	7	2	3	41	1	1	4	0	7	0	8	45	3	3	2	3	0	17	87	2	4	"E2348C_3377"
9	6	11	1	1	28	3	3	1	0	2	0	4	22	3	0	0	6	0	11	46	0	1	"E2348C_3378"
65	5	18	2	1	51	12	10	1	0	31	2	14	106	11	8	0	14	0	18	199	1	3	"E2348C_3379"
28	3	34	25	19	300	2	3	9	2	56	13	122	433	17	9	7	19	13	148	924	4	7	"E2348C_3380"
202	17	33	16	14	207	37	28	9	3	59	10	83	300	35	11	25	27	12	126	674	4	25	"E2348C_3382"
13	4	3	1	2	22	8	2	2	0	7	0	6	29	3	0	0	3	1	9	34	0	0	"E2348C_3383"
2	2	3	1	4	20	0	0	2	0	5	3	12	60	1	0	2	2	0	12	91	0	1	"E2348C_3384"
6	0	3	0	5	50	0	0	3	0	7	0	13	44	0	3	4	6	0	16	99	7	6	"E2348C_3385"
13	2	4	0	3	27	1	3	0	0	4	0	12	34	3	0	0	6	0	21	97	0	4	"E2348C_3386"
132	20	107	36	38	528	10	5	14	5	199	9	113	830	40	25	5	105	20	241	1339	12	75	"E2348C_3387"
361	51	137	65	42	471	30	28	26	7	175	14	158	1200	88	36	16	85	33	251	915	16	101	"E2348C_3388"
180	29	28	12	9	136	8	9	6	4	37	7	39	247	46	10	3	22	8	71	386	2	33	"E2348C_3389"
217	31	46	12	6	226	20	31	12	1	56	5	52	428	49	9	5	39	2	89	666	0	39	"E2348C_3390"
32	11	12	2	6	68	8	1	2	0	25	1	18	114	10	2	0	18	0	27	170	2	2	"E2348C_3391"
32	10	9	3	5	40	7	8	0	0	17	0	26	91	2	1	0	4	1	31	132	1	0	"E2348C_3392"
24	11	6	2	1	35	10	3	6	0	20	1	32	76	5	0	0	6	0	30	204	0	1	"E2348C_3393"
5	0	4	5	0	34	0	2	2	0	10	4	5	53	4	0	2	1	0	11	84	0	5	"E2348C_3394"
10	1	3	3	2	38	2	0	2	0	15	1	8	71	7	0	0	6	0	10	125	0	0	"E2348C_3395"
36	1	12	5	6	74	7	8	1	1	10	0	22	87	4	4	0	1	1	29	229	2	10	"E2348C_3396"
23	7	8	7	12	41	4	1	5	1	28	3	13	74	11	7	0	8	0	17	156	3	6	"E2348C_3397"
50	8	24	11	6	191	4	0	13	0	52	5	21	206	25	8	0	56	6	37	439	3	26	"E2348C_3399"
21	5	3	1	1	9	4	6	0	0	2	1	15	23	8	1	0	1	1	15	39	0	0	"E2348C_3400"
113	9	2	4	1	9	8	22	0	0	4	0	6	17	52	1	0	1	3	4	27	1	7	"E2348C_3401"
9	1	3	1	0	7	0	2	1	0	3	1	2	40	6	0	0	4	1	9	38	0	6	"E2348C_3402"
8	5	4	2	1	14	0	0	1	1	6	4	5	43	4	4	0	12	0	7	63	2	0	"E2348C_3404"
10	3	0	0	3	22	3	5	0	1	5	0	3	22	2	0	2	5	1	7	56	0	0	"E2348C_3406"
248	11	18	65	9	226	3	22	10	1	215	32	38	133	29	10	4	201	3	106	407	0	15	"EBG00001076508"
79	8	11	3	3	69	4	7	5	1	31	1	37	121	30	2	0	17	4	63	229	1	6	"E2348C_3415"
47	11	13	5	4	58	5	0	1	0	19	1	21	121	15	1	0	10	3	37	183	0	8	"E2348C_3428"
107	22	15	10	11	130	25	15	10	2	46	11	53	187	44	6	5	22	3	83	396	4	12	"E2348C_3429"
10	3	1	2	1	17	2	0	0	1	8	0	9	28	5	0	0	3	4	10	71	0	0	"E2348C_3430"
90	14	27	7	13	174	18	7	2	3	54	6	62	307	31	4	4	36	3	68	473	1	26	"E2348C_3431"
107	15	24	7	5	121	21	10	3	1	35	12	86	243	27	2	1	16	1	79	400	3	19	"E2348C_3432"
28	3	1	1	2	9	3	2	2	0	0	0	9	14	12	1	3	2	0	4	36	0	1	"E2348C_3433"
17	2	3	1	1	12	5	1	3	0	2	1	11	26	8	0	0	5	1	4	46	0	5	"E2348C_3434"
25	3	10	3	4	25	4	1	3	0	11	0	11	53	4	8	2	9	1	18	86	2	9	"E2348C_3435"
35	4	2	2	1	38	0	2	0	0	14	0	6	55	5	0	1	2	0	19	71	0	2	"E2348C_3436"
52	5	11	1	3	42	5	8	1	0	26	0	42	98	26	10	1	2	2	37	231	1	11	"E2348C_3437"
111	26	23	3	6	125	10	10	3	0	33	3	39	245	47	2	6	11	0	72	379	1	18	"E2348C_3438"
22	7	1	0	1	12	3	0	0	0	0	0	9	40	0	0	0	0	0	8	70	0	0	"E2348C_3439"
27	4	1	0	0	19	2	2	1	0	3	0	13	44	15	0	0	2	0	12	57	1	0	"E2348C_3440"
62	13	19	16	11	137	8	1	9	1	52	2	57	314	19	13	2	16	8	71	425	3	18	"E2348C_3442"
887	155	162	72	93	809	53	115	31	8	373	64	531	2782	370	32	15	86	24	500	3018	16	54	"E2348C_3443"
3485	526	783	301	243	4841	239	259	177	45	1201	135	1101	8055	1395	229	53	875	155	2244	11884	78	456	"E2348C_3444"
1296	197	97	65	78	899	124	194	33	17	297	41	550	1856	378	21	37	96	27	459	2769	23	78	"E2348C_3445"
41	5	7	1	1	66	1	3	6	0	9	2	6	42	27	4	1	12	3	17	59	0	13	"EBG00001076492"
7565	1020	1679	863	439	14926	258	364	610	184	2789	296	1462	14692	1613	635	189	3108	381	4559	27779	180	1206	"E2348C_3446"
197	36	36	10	9	196	11	26	5	0	82	17	100	341	80	10	5	16	6	103	595	14	31	"E2348C_3447"
69	15	8	3	2	68	5	11	0	1	24	1	20	132	36	6	0	13	0	27	221	2	3	"E2348C_3448"
946	164	175	83	103	1230	101	160	50	13	457	60	549	2870	417	38	25	200	51	669	3401	23	92	"E2348C_3449"
313	52	55	34	36	528	51	54	13	6	203	24	297	1318	106	16	10	76	12	312	1557	8	18	"E2348C_3450"
128	24	63	35	28	608	12	18	14	5	156	14	173	1046	81	22	13	52	11	308	1940	5	44	"E2348C_3451"
318	59	218	106	49	1157	29	83	50	16	796	32	337	2840	176	62	28	99	43	606	4594	14	217	"E2348C_tRNA_63"
186	23	38	30	49	400	16	20	14	1	72	17	253	888	53	16	3	39	14	495	1545	7	23	"E2348C_3452"
18	1	16	10	4	134	1	1	5	0	25	0	28	176	8	1	1	10	4	60	302	0	7	"E2348C_3453"
20	27	7	2	2	177	32	60	3	1	18	7	13	117	137	6	0	4	0	35	144	5	4	"E2348C_tRNA_64"
1715	293	1836	621	314	12729	141	110	351	90	3053	270	1674	15944	825	396	153	1668	227	4962	29879	113	674	"E2348C_3454"
136	18	24	15	21	209	22	16	6	5	76	8	107	400	47	10	3	41	4	124	689	6	35	"E2348C_3455"
61	8	5	2	3	76	6	8	4	1	21	2	33	110	23	2	2	4	3	25	149	1	2	"E2348C_3456"
2201	339	334	178	195	1847	160	294	95	30	714	98	1004	3797	724	114	53	323	97	1572	5762	49	156	"E2348C_3457"
1187	207	276	118	88	1105	78	97	57	13	464	42	410	2700	390	76	40	182	51	831	3011	34	189	"E2348C_3458"
1472	196	183	83	46	1625	95	119	54	18	325	24	155	1388	570	58	20	368	50	576	3488	21	111	"E2348C_3459"
224	35	104	40	26	422	20	23	20	0	214	11	168	1164	52	27	6	85	8	334	1503	13	23	"E2348C_3460"
33	8	8	2	7	67	9	2	2	0	24	7	27	106	10	2	0	7	6	51	201	1	5	"E2348C_3461"
122	10	10	6	7	100	14	5	5	1	23	1	38	259	34	4	0	7	7	74	283	1	1	"E2348C_3462"
133	18	32	10	12	208	19	11	5	1	57	8	100	505	76	4	3	31	4	143	812	1	8	"E2348C_3463"
2321	436	1005	286	273	5297	86	113	266	33	1653	158	1142	8382	491	282	94	1011	102	2683	13585	113	422	"E2348C_3464"
3571	688	1185	374	358	7572	185	198	329	42	2401	181	1519	11291	833	368	135	1349	155	3618	18896	142	374	"E2348C_3465"
244	30	64	14	20	371	25	26	8	3	78	5	115	443	120	12	3	49	13	145	996	12	47	"E2348C_3466"
34	4	6	3	3	36	0	0	4	0	15	0	13	64	5	0	0	22	1	23	124	1	1	"E2348C_3467"
218	35	59	22	11	315	17	22	25	3	119	19	179	598	56	9	4	50	14	216	1108	7	35	"E2348C_3468"
48	7	7	10	4	67	13	9	1	0	22	1	31	87	27	5	4	5	4	26	191	3	2	"E2348C_3469"
42	4	20	3	3	63	7	4	2	0	26	0	33	112	3	7	0	9	0	50	188	0	10	"E2348C_3470"
111	29	22	10	8	97	14	13	0	0	33	2	52	213	40	1	1	12	2	64	320	1	4	"E2348C_3471"
49	7	8	7	3	65	5	6	6	1	13	2	26	112	25	5	0	7	3	37	183	0	4	"E2348C_3472"
61	5	9	3	5	61	8	11	0	2	20	1	41	104	13	3	1	2	0	47	215	0	9	"E2348C_3473"
154	24	53	42	45	263	17	7	14	3	86	14	146	604	18	10	4	36	14	212	657	6	16	"E2348C_3474"
91	23	29	11	8	198	7	12	3	1	50	3	56	195	35	2	3	37	3	52	407	0	14	"E2348C_3475"
85	16	31	5	16	158	6	19	2	1	42	3	49	195	29	5	1	33	3	82	390	2	6	"E2348C_3476"
