geneid,4UIN,4UIWT,490WT,490N,4180N,4180WT,5UIN,5UIWT,545WT,545N,590WT,590N,5180N,5180WT,6UIWT,645WT,645N,690WT,690N,6180N,6180WT,445N,445WT
E2348C_0001,296.1779600583529,307.2070506243757,166.85421371296357,302.95649115267315,251.51261333447266,296.1826608997726,618.4181711203651,618.4658642719787,301.4374260689738,508.97243706672737,166.88938271001086,156.8450990763797,129.36570588567355,159.97454718820055,1185.685780633006,251.4524083882598,234.40435867727612,332.2669616706088,509.88579365681903,134.94195206965279,121.05887381695301,552.7186984431454,487.86692651579216
E2348C_0002,55.86459535448309,54.404283396187054,35.40677813876964,59.77441723459586,31.20025237336773,47.71218165804776,114.1509873510059,84.27311280934344,139.88380316216353,61.65299178092403,47.68127408598932,63.64244106502576,69.43941082195879,47.716692006777905,43.591419588148575,63.76297599128528,121.86439590721271,34.04454792858964,46.010637530026585,42.26182887730574,43.640647233645055,111.0117381639886,65.26390453165061
E2348C_0003,14.171282147270377,16.88222880066322,8.494445414443916,14.017218088547514,32.24495537032152,9.965661690091327,19.617028696855847,51.95345174793857,37.76597098376236,17.53143577764942,18.362102310755006,11.014887561357424,21.177664123955463,11.374758967910426,15.537863717648223,36.395530373080085,6.514978389265277,7.087723742167721,13.846276404540841,14.168005718587827,11.377406640624185,5.237531646272085,15.45710559021762
E2348C_0004,23.12918392518726,33.856994660519575,9.531849938691877,20.256743354568293,17.538618640094985,16.368263541213675,45.961395582425915,43.280701544611595,47.20026102347992,61.38260464444373,27.166282948692146,37.66239364168903,32.584473642443214,19.07959244245954,32.56707558509708,32.354589228517504,57.70339415176289,13.592431620904428,17.38577664758871,21.770933202225073,20.436354154848146,48.26531468985101,27.074033863420592
E2348C_0005,16.212115835359327,16.06068398414992,2.1515266041867003,11.989679226985153,6.014494825340093,4.19848392239807,19.963604889743877,4.0096632168933954,43.86809757096239,0,4.158169261963521,9.737753526741102,6.176375638444485,2.1996745780655584,8.151877283932027,23.860782749709884,9.295128366434687,2.1515266041867003,5.649979987440694,4.185525638686966,2.2020281600971923,0,32.077305735147164
E2348C_0006,10.016746840226448,11.32458267051251,26.9162394808648,22.571364922719273,5.608923130715803,19.919346373310745,5.608923130715803,4.240893098833902,8.34498319447961,9.124345758097181,17.058830551194404,23.776810488544175,15.652174030608911,17.096908780892566,4.334099540566514,16.824526719964005,6.5541075163796645,11.36300364649389,23.83262459767221,21.321321331565624,22.754728917535935,37.681378025704504,14.136310329446339
E2348C_0007,7.291746194585957,9.494220976795255,9.564548539586328,2.361976925934429,0,4.9474657348856725,0,14.125548282549035,0,0,9.619972248011083,4.50922867678391,0.23232559927223911,7.3116832086700585,14.31264163728478,0,0,7.202093577439408,16.229067265291402,9.650826683628988,9.67677450655347,0,4.723953851868858
E2348C_0008,100.62711887472751,135.92913716322468,165.6802365327061,110.36621104291162,138.6658754717313,104.87888077946468,121.6747600156628,94.82167427630436,130.0610911662702,91.0136486540927,114.75689688066748,86.07927850366347,143.0726238557411,119.03914253147556,85.01807760079107,130.08796051678488,121.20419464543643,121.79846137237342,98.8628349049695,119.02495806560248,121.87301562862915,97.16568744503279,151.46222981663237
E2348C_0009,13.843543115196665,4.608330353544427,18.349658483512155,12.139818961492104,6.045736205235312,13.852678383511837,15.1728387049287,10.64107587982641,5.949772138485546,19.010247564429427,15.340109319957774,11.944015429855131,15.348112159356065,10.810047262891043,15.328280421883008,12.04112124635802,19.3168644606299,6.170134069540566,15.014237603483457,10.79210493732597,16.90803191662338,0,16.760943463294648
E2348C_0011,3.7924339278987818,3.6884478363273647,16.40667194304556,9.030485527268391,19.897235359282714,14.685308578975935,0,9.030485527268391,7.08694965982174,11.714680646113319,5.583397409334519,3.4649055432166156,23.725372330950528,11.061142603902015,0.17564037315844594,17.971568900623996,8.414770604954636,1.9320441047429056,50.540649238484825,21.929119990591328,18.324724687989914,0,5.444851567911824
E2348C_0014,234.48556818195814,228.67999833169992,252.99428651721087,395.7925655579148,337.19408842823543,258.7832216710545,395.7522796650213,421.5340811828145,258.4721678901067,53.37804556906502,287.33038007709416,398.48328664497814,547.4196627032187,208.77215561572865,310.1820558540085,217.07541854030563,271.0111603176911,314.4524664664498,421.3432495429637,421.68355602189024,308.80598980492357,235.27741304569614,128.611668851448
E2348C_0015,24.60547720856404,23.142559616041527,23.18441629829156,58.448533909238236,51.61955091149016,30.054639884379217,29.867689822626886,57.10862199305856,14.805321891492902,37.297309255457655,44.989744025491724,59.60023172750434,81.7268408279144,35.501413720312605,44.97733676953816,18.912713819365003,36.264838965409545,19.099852607930153,50.11617068717808,59.97467550816551,35.50403634140058,62.09756899311204,20.40733558016589
EBG00001076582,38.34710651199534,47.80444718049987,61.49659110398713,92.8022054489094,28.604670104387587,87.50763028026718,47.72510369970236,96.9204127940103,65.36232332437517,98.7106607950628,56.07328388861525,80.29102168469507,32.86497475089411,35.62818339839799,54.6960369478923,77.67408512181548,44.55672379820684,84.71222428577559,130.86622467063268,57.45855100640519,38.361851827647705,41.86447462610975,53.24884255383458
E2348C_0020,0.3737185593412955,0.34314158630428027,7.771147689832228,3.774557449347082,3.774557449347082,7.904613384228239,7.549114898694164,3.774557449347082,0,0,4.093534135207399,0,0.36527975316262085,4.142150930162356,0.36527975316262085,0,0,4.01807728478883,0,4.114607670008981,4.145635293829743,0,0
